ID,authors,year,S1. Country,Cognitive,Adaptive functioning,Social-Communication,Linguistic,Outcome term,Group Type,Mean,SD,N,Treatment,Control,M1,SD1,N1,M2,SD2,N2,m1-m2,pooled sd,Cohens_d
101,"Peristeri E., Vogelzang M., Tsimpli M.",2021,Greece,1,0,0,0,Proactive Interference Task -Score list 4,ASDM,5.1,1.05,50,ASDM,TDM,5.1,1.05,50,5.86,0.61,50,-0.76,0.858661749,-0.885098236
101,"Peristeri E., Vogelzang M., Tsimpli M.",2021,Greece,1,0,0,0,Proactive Interference Task -Score list 4,ASDB,5.74,1.01,50,ASDM,TDB,5.1,1.05,50,6.12,0.8,50,-1.02,0.933407735,-1.092770031
101,"Peristeri E., Vogelzang M., Tsimpli M.",2021,Greece,1,0,0,0,Proactive interference list 2,TDM,-1.12,1.08,50,ASDB,ASDM,-0.7,1.28,50,-2.32,1.28,50,1.62,1.28,1.265625
101,"Peristeri E., Vogelzang M., Tsimpli M.",2021,Greece,1,0,0,0,Proactive interference list 2,TDB,-1.22,1.27,50,ASDB,TDB,-0.7,1.28,50,-1.22,1.27,50,0.52,1.275009804,0.407840001
101,"Peristeri E., Vogelzang M., Tsimpli M.",2021,Greece,1,0,0,0,Proactive interference list 2,ASDM,-2.32,1.28,50,ASDM,TDM,-2.32,1.28,50,-1.12,1.08,50,-1.2,1.184229707,-1.01331692
101,"Peristeri E., Vogelzang M., Tsimpli M.",2021,Greece,1,0,0,0,Proactive interference list 2,ASDB,-0.7,1.28,50,ASDM,TDB,-2.32,1.28,50,-1.22,1.27,50,-1.1,1.275009804,-0.862738464
101,"Peristeri E., Vogelzang M., Tsimpli M.",2021,Greece,1,0,0,0,Proactive interference list 3,TDM,-1.38,1.12,50,ASDB,ASDM,-1.04,1.71,50,-2.86,1.29,50,1.82,1.514628667,1.201614653
101,"Peristeri E., Vogelzang M., Tsimpli M.",2021,Greece,1,0,0,0,Proactive interference list 3,TDB,-1.32,1.24,50,ASDB,TDB,-1.04,1.71,50,-1.32,1.24,50,0.28,1.493603026,0.187466144
101,"Peristeri E., Vogelzang M., Tsimpli M.",2021,Greece,1,0,0,0,Proactive interference list 3,ASDM,-2.86,1.29,50,ASDM,TDM,-2.86,1.29,50,-1.38,1.12,50,-1.48,1.207994205,-1.22517144
101,"Peristeri E., Vogelzang M., Tsimpli M.",2021,Greece,1,0,0,0,Proactive interference list 3,ASDB,-1.04,1.71,50,ASDM,TDB,-2.86,1.29,50,-1.32,1.24,50,-1.54,1.265247011,-1.217153636
102,"Peristeri E., Tsimpli I.M.",2023,Greece,0,0,0,1,Expressive vocabulary,TDB,36.4,7,28,ASDB,TDB,36.2,5.6,28,36.4,7,28,-0.2,6.338769597,-0.031551865
102,"Peristeri E., Tsimpli I.M.",2023,Greece,0,0,0,1,Expressive vocabulary,ASDB,36.2,5.6,28,,,,,,,,,0,0,
102,"Peristeri E., Tsimpli I.M.",2023,Greece,0,0,0,1,Spelling errors,TDB,18.4,11.2,28,ASDB,TDB,26.5,11.4,28,18.4,11.2,28,8.1,11.30044247,0.716786092
102,"Peristeri E., Tsimpli I.M.",2023,Greece,0,0,0,1,Spelling errors,ASDB,26.5,11.4,28,,,,,,,,,0,0,
102,"Peristeri E., Tsimpli I.M.",2023,Greece,0,0,0,1,Stress errors,TDB,6,3.5,28,ASDB,TDB,33.6,21.4,28,6,3.5,28,27.6,15.33313406,1.800023394
102,"Peristeri E., Tsimpli I.M.",2023,Greece,0,0,0,1,Stress errors,ASDB,33.6,21.4,28,,,,,,,,,0,0,
102,"Peristeri E., Tsimpli I.M.",2023,Greece,0,0,0,1,Punctuation errors,TDB,1.2,1.1,28,ASDB,TDB,10.6,7.8,28,1.2,1.1,28,9.4,5.570008977,1.687609488
102,"Peristeri E., Tsimpli I.M.",2023,Greece,0,0,0,1,Punctuation errors,ASDB,10.6,7.8,28,,,,,,,,,0,0,
105,"Hambly C., Fombonne E.",2012,Canada,0,0,1,0,Social responsiveness scale: T-score,ASDM,76.2,13.4,30,ASDBSIM,ASDM,74.7,16.1,24,76.2,13.4,30,-1.5,14.65570905,-0.102349193
105,"Hambly C., Fombonne E.",2012,Canada,0,0,1,0,Social responsiveness scale: T-score,ASDBSIM,74.7,16.1,24,ASDBSEQ,ASDM,80.2,14.5,21,76.2,13.4,30,4,13.85952851,0.288610106
105,"Hambly C., Fombonne E.",2012,Canada,0,0,1,0,Social responsiveness scale: T-score,ASDBSEQ,80.2,14.5,21,ASDBSEQ,ASDBSIM,80.2,14.5,21,74.7,16.1,24,5.5,15.37653755,0.357687807
105,"Hambly C., Fombonne E.",2012,Canada,0,0,1,0,VABS-II: interpersonal v-scale,ASDM,10.5,1.9,30,ASDBSIM,ASDM,11.1,2.6,24,10.5,1.9,30,0.6,2.23679888,0.268240478
105,"Hambly C., Fombonne E.",2012,Canada,0,0,1,0,VABS-II: interpersonal v-scale,ASDBSIM,11.1,2.6,24,ASDBSEQ,ASDM,9.2,2.5,21,10.5,1.9,30,-1.3,2.165075292,-0.600441012
105,"Hambly C., Fombonne E.",2012,Canada,0,0,1,0,VABS-II: interpersonal v-scale,ASDBSEQ,9.2,2.5,21,ASDBSEQ,ASDBSIM,9.2,2.5,21,11.1,2.6,24,-1.9,2.553975469,-0.743938234
105,"Hambly C., Fombonne E.",2012,Canada,0,0,0,1,MCDI: total conceptual vocabulary,ASDM,352,220,30,ASDBSIM,ASDM,407,253,24,352,220,30,55,235.1679842,0.233875373
105,"Hambly C., Fombonne E.",2012,Canada,0,0,0,1,MCDI: total conceptual vocabulary,ASDBSIM,407,253,24,ASDBSEQ,ASDM,299,256,21,352,220,30,-53,235.3599068,-0.225187037
105,"Hambly C., Fombonne E.",2012,Canada,0,0,0,1,MCDI: total conceptual vocabulary,ASDBSEQ,299,256,21,ASDBSEQ,ASDBSIM,299,256,21,407,253,24,-108,254.3997495,-0.42452872
105,"Hambly C., Fombonne E.",2012,Canada,0,0,0,1,MCDI: words in dominant language,ASDM,352,220,30,ASDBSIM,ASDM,392,244,24,352,220,30,40,230.9232307,0.173217739
105,"Hambly C., Fombonne E.",2012,Canada,0,0,0,1,MCDI: words in dominant language,ASDBSIM,392,244,24,ASDBSEQ,ASDM,287,246,21,352,220,30,-65,230.9660281,-0.281426669
105,"Hambly C., Fombonne E.",2012,Canada,0,0,0,1,MCDI: words in dominant language,ASDBSEQ,287,246,21,ASDBSEQ,ASDBSIM,287,246,21,392,244,24,-105,244.932264,-0.42868995
105,"Hambly C., Fombonne E.",2012,Canada,0,0,0,1,MCDI: words in second language,ASDBSIM,136,170,16,ASDBSEQ,ASDBSIM,103,171,12,136,170,16,-33,170.423793,-0.193634934
105,"Hambly C., Fombonne E.",2012,Canada,0,0,0,1,MCDI: words in second language,ASDBSEQ,103,171,12,,,,,,,,,0,0,
105,"Hambly C., Fombonne E.",2012,Canada,0,0,1,1,VABS-II expressive v-scale,ASDM,10.7,3.3,30,ASDBSIM,ASDM,10.7,3.3,24,10.7,3.3,30,0,3.3,0
105,"Hambly C., Fombonne E.",2012,Canada,0,0,1,1,VABS-II expressive v-scale,ASDBSIM,10.7,3.3,24,ASDBSEQ,ASDM,9.5,3.6,21,10.7,3.3,30,-1.2,3.425623733,-0.35030117
105,"Hambly C., Fombonne E.",2012,Canada,0,0,1,1,VABS-II expressive v-scale,ASDBSEQ,9.5,3.6,21,ASDBSEQ,ASDBSIM,9.5,3.6,21,10.7,3.3,24,-1.2,3.442788216,-0.348554696
105,"Hambly C., Fombonne E.",2012,Canada,0,0,1,1,VABS-II receptive v-scale,ASDM,11.6,2.8,30,ASDBSIM,ASDM,11.6,4,24,11.6,2.8,30,0,3.383671197,0
105,"Hambly C., Fombonne E.",2012,Canada,0,0,1,1,VABS-II receptive v-scale,ASDBSIM,11.6,4,24,ASDBSEQ,ASDM,10,3.4,21,11.6,2.8,30,-1.6,3.059144872,-0.523021977
105,"Hambly C., Fombonne E.",2012,Canada,0,0,1,1,VABS-II receptive v-scale,ASDBSEQ,10,3.4,21,ASDBSEQ,ASDBSIM,10,3.4,21,11.6,4,24,-1.6,3.732945716,-0.42861593
106,"Reetzke R., Zou X., Sheng L., Katsos N.",2015,US,0,0,1,0,CCC_GCC,ASDM,43.17,16.54,31,ASDB,ASDM,47.67,16.7,23,43.17,16.54,31,4.5,16.60788043,0.270955708
106,"Reetzke R., Zou X., Sheng L., Katsos N.",2015,US,0,0,1,0,CCC_GCC,ASDB,47.67,16.7,23,,,,,,,,,0,0,
106,"Reetzke R., Zou X., Sheng L., Katsos N.",2015,US,0,0,1,0,CCC_SIDI,ASDM,-1.45,6.06,31,ASDB,ASDM,-3.52,10.42,23,-1.45,6.06,31,-2.07,8.192854297,-0.252659198
106,"Reetzke R., Zou X., Sheng L., Katsos N.",2015,US,0,0,1,0,CCC_SIDI,ASDB,-3.52,10.42,23,,,,,,,,,0,0,
106,"Reetzke R., Zou X., Sheng L., Katsos N.",2015,US,0,0,1,0,CCC_Structural language composite,ASDM,5.67,2.2,31,ASDB,ASDM,6.45,2.79,23,5.67,2.2,31,0.78,2.466896992,0.316186692
106,"Reetzke R., Zou X., Sheng L., Katsos N.",2015,US,0,0,1,0,CCC_Structural language composite,ASDB,6.45,2.79,23,,,,,,,,,0,0,
106,"Reetzke R., Zou X., Sheng L., Katsos N.",2015,US,0,0,1,0,CCC_Pragmatics composite,ASDM,4.91,2.14,31,ASDB,ASDM,5.04,1.91,23,4.91,2.14,31,0.13,2.045850397,0.063543258
106,"Reetzke R., Zou X., Sheng L., Katsos N.",2015,US,0,0,1,0,CCC_Pragmatics composite,ASDB,5.04,1.91,23,,,,,,,,,0,0,
106,"Reetzke R., Zou X., Sheng L., Katsos N.",2015,US,0,0,1,0,CCC_Speech,ASDM,6.74,2.91,31,ASDB,ASDM,7.96,3.31,23,6.74,2.91,31,1.22,3.085565651,0.395389416
106,"Reetzke R., Zou X., Sheng L., Katsos N.",2015,US,0,0,1,0,CCC_Speech,ASDB,7.96,3.31,23,,,,,,,,,0,0,
106,"Reetzke R., Zou X., Sheng L., Katsos N.",2015,US,0,0,1,0,CCC_Syntax,ASDM,4.84,2.58,31,ASDB,ASDM,5.52,2.81,23,4.84,2.58,31,0.68,2.679717982,0.253758046
106,"Reetzke R., Zou X., Sheng L., Katsos N.",2015,US,0,0,1,0,CCC_Syntax,ASDB,5.52,2.81,23,,,,,,,,,0,0,
106,"Reetzke R., Zou X., Sheng L., Katsos N.",2015,US,0,0,1,0,CCC_Semantics,ASDM,6.23,3.13,31,ASDB,ASDM,7.39,4.02,23,6.23,3.13,31,1.16,3.533999151,0.328240034
106,"Reetzke R., Zou X., Sheng L., Katsos N.",2015,US,0,0,1,0,CCC_Semantics,ASDB,7.39,4.02,23,,,,,,,,,0,0,
106,"Reetzke R., Zou X., Sheng L., Katsos N.",2015,US,0,0,1,0,CCC_Coherence,ASDM,4.87,2.5,31,ASDB,ASDM,4.91,2.87,23,4.87,2.5,31,0.04,2.662820223,0.015021668
106,"Reetzke R., Zou X., Sheng L., Katsos N.",2015,US,0,0,1,0,CCC_Coherence,ASDB,4.91,2.87,23,,,,,,,,,0,0,
106,"Reetzke R., Zou X., Sheng L., Katsos N.",2015,US,0,0,1,0,CCC_Initiation,ASDM,7.52,3.16,31,ASDB,ASDM,7.22,2.54,23,7.52,3.16,31,-0.3,2.913837016,-0.102957028
106,"Reetzke R., Zou X., Sheng L., Katsos N.",2015,US,0,0,1,0,CCC_Initiation,ASDB,7.22,2.54,23,,,,,,,,,0,0,
106,"Reetzke R., Zou X., Sheng L., Katsos N.",2015,US,0,0,1,0,CCC_Scripted,ASDM,3.97,2.32,31,ASDB,ASDM,4.91,2.43,23,3.97,2.32,31,0.94,2.367162371,0.397099925
106,"Reetzke R., Zou X., Sheng L., Katsos N.",2015,US,0,0,1,0,CCC_Scripted,ASDB,4.91,2.43,23,,,,,,,,,0,0,
106,"Reetzke R., Zou X., Sheng L., Katsos N.",2015,US,0,0,1,0,CCC_Context,ASDM,4.84,2.88,31,ASDB,ASDM,4.17,2.27,23,4.84,2.88,31,-0.67,2.639186209,-0.253866134
106,"Reetzke R., Zou X., Sheng L., Katsos N.",2015,US,0,0,1,0,CCC_Context,ASDB,4.17,2.27,23,,,,,,,,,0,0,
106,"Reetzke R., Zou X., Sheng L., Katsos N.",2015,US,0,0,1,0,CCC_Nonverbal,ASDM,3.32,2.3,31,ASDB,ASDM,3.87,2.9,23,3.32,2.3,31,0.55,2.570992026,0.213925206
106,"Reetzke R., Zou X., Sheng L., Katsos N.",2015,US,0,0,1,0,CCC_Nonverbal,ASDB,3.87,2.9,23,,,,,,,,,0,0,
106,"Reetzke R., Zou X., Sheng L., Katsos N.",2015,US,0,0,1,0,CCC_Relations,ASDM,3.61,2.91,31,ASDB,ASDM,4.3,2.82,23,3.61,2.91,31,0.69,2.872267263,0.240228341
106,"Reetzke R., Zou X., Sheng L., Katsos N.",2015,US,0,0,1,0,CCC_Relations,ASDB,4.3,2.82,23,,,,,,,,,0,0,
106,"Reetzke R., Zou X., Sheng L., Katsos N.",2015,US,0,0,1,0,CCC_Interests,ASDM,6.55,3.34,31,ASDB,ASDM,6.87,3.09,23,6.55,3.34,31,0.32,3.236588303,0.098869541
106,"Reetzke R., Zou X., Sheng L., Katsos N.",2015,US,0,0,1,0,CCC_Interests,ASDB,6.87,3.09,23,,,,,,,,,0,0,
106,"Reetzke R., Zou X., Sheng L., Katsos N.",2015,US,0,0,1,0,SRS_Scaled,ASDM,80.45,8.97,31,ASDB,ASDM,76.83,7.95,23,80.45,8.97,31,-3.62,8.553319194,-0.423227512
106,"Reetzke R., Zou X., Sheng L., Katsos N.",2015,US,0,0,1,0,SRS_Scaled,ASDB,76.83,7.95,23,,,,,,,,,0,0,
106,"Reetzke R., Zou X., Sheng L., Katsos N.",2015,US,0,0,1,0,SRS_Awareness,ASDM,12.52,2.08,31,ASDB,ASDM,11.48,3.49,23,12.52,2.08,31,-1.04,2.765704111,-0.376034441
106,"Reetzke R., Zou X., Sheng L., Katsos N.",2015,US,0,0,1,0,SRS_Awareness,ASDB,11.48,3.49,23,,,,,,,,,0,0,
106,"Reetzke R., Zou X., Sheng L., Katsos N.",2015,US,0,0,1,0,SRS_Cognition,ASDM,19.35,4.21,31,ASDB,ASDM,18.83,4.28,23,19.35,4.21,31,-0.52,4.239756433,-0.122648555
106,"Reetzke R., Zou X., Sheng L., Katsos N.",2015,US,0,0,1,0,SRS_Cognition,ASDB,18.83,4.28,23,,,,,,,,,0,0,
106,"Reetzke R., Zou X., Sheng L., Katsos N.",2015,US,0,0,1,0,SRS_Communication,ASDM,36.87,8.48,31,ASDB,ASDM,32.48,8.93,23,36.87,8.48,31,-4.39,8.673234469,-0.506154886
106,"Reetzke R., Zou X., Sheng L., Katsos N.",2015,US,0,0,1,0,SRS_Communication,ASDB,32.48,8.93,23,,,,,,,,,0,0,
106,"Reetzke R., Zou X., Sheng L., Katsos N.",2015,US,0,0,1,0,SRS_Motivation,ASDM,16.42,5.8,31,ASDB,ASDM,15.22,4.1,23,16.42,5.8,31,-1.2,5.149719933,-0.233022381
106,"Reetzke R., Zou X., Sheng L., Katsos N.",2015,US,0,0,1,0,SRS_Motivation,ASDB,15.22,4.1,23,,,,,,,,,0,0,
106,"Reetzke R., Zou X., Sheng L., Katsos N.",2015,US,0,0,1,0,SRS_Mannerism,ASDM,16.48,6.36,31,ASDB,ASDM,16.22,5.57,23,16.48,6.36,31,-0.26,6.038396055,-0.043057792
106,"Reetzke R., Zou X., Sheng L., Katsos N.",2015,US,0,0,1,0,SRS_Mannerism,ASDB,16.22,5.57,23,,,,,,,,,0,0,
108,"Montgomery L., Chondrogianni V., Fletcher?Watson S., Rabagliati H., Sorace A., Davis R.",2022,UK,1,0,0,0,Accuracy error,TDB,10.1,14.31,46,ASDB,TDB,21.66,25.51,28,10.1,14.31,46,11.56,19.28782258,0.599341888
108,"Montgomery L., Chondrogianni V., Fletcher?Watson S., Rabagliati H., Sorace A., Davis R.",2022,UK,1,0,0,0,Accuracy error,ASDB,21.66,25.51,28,,,,,,,,,0,0,
108,"Montgomery L., Chondrogianni V., Fletcher?Watson S., Rabagliati H., Sorace A., Davis R.",2022,UK,1,0,0,0,Reaction time,TDB,995.64,482.65,46,ASDB,TDB,879.76,426.32,28,995.64,482.65,46,-115.88,462.3312313,-0.250642812
108,"Montgomery L., Chondrogianni V., Fletcher?Watson S., Rabagliati H., Sorace A., Davis R.",2022,UK,1,0,0,0,Reaction time,ASDB,879.76,426.32,28,,,,,,,,,0,0,
108,"Montgomery L., Chondrogianni V., Fletcher?Watson S., Rabagliati H., Sorace A., Davis R.",2022,UK,1,0,0,0,Total 0 starts,TDB,8.35,10.76,37,ASDB,TDB,7.81,13.27,29,8.35,10.76,37,-0.54,11.92331933,-0.045289402
108,"Montgomery L., Chondrogianni V., Fletcher?Watson S., Rabagliati H., Sorace A., Davis R.",2022,UK,1,0,0,0,Total 0 starts,ASDB,7.81,13.27,29,,,,,,,,,0,0,
108,"Montgomery L., Chondrogianni V., Fletcher?Watson S., Rabagliati H., Sorace A., Davis R.",2022,UK,1,0,0,0,Inhibit,TDB,11.17,2.78,47,ASDB,TDB,17.59,4.01,27,11.17,2.78,47,6.42,3.277848634,1.958601728
108,"Montgomery L., Chondrogianni V., Fletcher?Watson S., Rabagliati H., Sorace A., Davis R.",2022,UK,1,0,0,0,Inhibit,ASDB,17.59,4.01,27,,,,,,,,,0,0,
108,"Montgomery L., Chondrogianni V., Fletcher?Watson S., Rabagliati H., Sorace A., Davis R.",2022,UK,1,0,0,0,WM (Working Memory),TDB,10.61,2.49,47,ASDB,TDB,16.92,3.86,25,10.61,2.49,47,6.31,3.030311158,2.082294415
108,"Montgomery L., Chondrogianni V., Fletcher?Watson S., Rabagliati H., Sorace A., Davis R.",2022,UK,1,0,0,0,WM (Working Memory),ASDB,16.92,3.86,25,,,,,,,,,0,0,
110,"Schroeder K., Rosselló J., Torrades T.R., Hinzen W.",2023,Spain,0,0,0,1,Total words,ASDB,172.7,15,18,ASDB,TDB,172.7,60,18,187,45,18,-14.3,53.03300859,-0.269643386
110,"Schroeder K., Rosselló J., Torrades T.R., Hinzen W.",2023,Spain,0,0,0,1,Total words,TDB,167,15,18,,,,,,,,,0,0,
110,"Schroeder K., Rosselló J., Torrades T.R., Hinzen W.",2023,Spain,0,0,0,1,Total utterances,ASDB,17.5,5.7,18,ASDB,TDB,17.6,5.7,18,13,2.5,18,4.6,4.401136217,1.045184646
110,"Schroeder K., Rosselló J., Torrades T.R., Hinzen W.",2023,Spain,0,0,0,1,Total utterances,TDB,13,2.5,18,,,,,,,,,0,0,
110,"Schroeder K., Rosselló J., Torrades T.R., Hinzen W.",2023,Spain,0,0,0,1,Total errors,ASDB,0.041,0.022,18,ASDB,TDB,0.041,0.022,18,0.015,0.011,18,0.026,0.017392527,1.494894894
110,"Schroeder K., Rosselló J., Torrades T.R., Hinzen W.",2023,Spain,0,0,0,1,Total errors,TDB,0.015,0.011,18,,,,,,,,,0,0,
110,"Schroeder K., Rosselló J., Torrades T.R., Hinzen W.",2023,Spain,0,0,0,1,Total wrong lexical item WLI,ASDB,0.016,0.012,18,ASDB,TDB,0.016,0.012,18,0.004,0.004,18,0.012,0.008944272,1.341640786
110,"Schroeder K., Rosselló J., Torrades T.R., Hinzen W.",2023,Spain,0,0,0,1,Total wrong lexical item WLI,TDB,0.004,0.004,18,,,,,,,,,0,0,
110,"Schroeder K., Rosselló J., Torrades T.R., Hinzen W.",2023,Spain,0,0,0,1,Total grammatical errors,ASDB,0.025,0.015,18,ASDB,TDB,0.025,0.015,18,0.011,0.009,18,0.014,0.012369317,1.131832917
110,"Schroeder K., Rosselló J., Torrades T.R., Hinzen W.",2023,Spain,0,0,0,1,Total grammatical errors,TDB,0.011,0.009,18,,,,,,,,,0,0,
110,"Schroeder K., Rosselló J., Torrades T.R., Hinzen W.",2023,Spain,0,0,0,1,Total verbal domain errors,ASDB,0.007,0.008,18,ASDB,TDB,0.007,0.008,18,0.005,0.006,18,0.002,0.007071068,0.282842712
110,"Schroeder K., Rosselló J., Torrades T.R., Hinzen W.",2023,Spain,0,0,0,1,Total verbal domain errors,TDB,0.005,0.006,18,,,,,,,,,0,0,
110,"Schroeder K., Rosselló J., Torrades T.R., Hinzen W.",2023,Spain,0,0,0,1,Total NP errors,ASDB,0.018,0.11,18,ASDB,TDB,0.018,0.11,18,0.006,0.006,18,0.012,0.077897368,0.15404885
110,"Schroeder K., Rosselló J., Torrades T.R., Hinzen W.",2023,Spain,0,0,0,1,Total NP errors,TDB,0.006,0.006,18,,,,,,,,,0,0,
110,"Schroeder K., Rosselló J., Torrades T.R., Hinzen W.",2023,Spain,0,0,0,1,Total referential errors,ASDB,0.013,0.018,18,ASDB,TDB,0.013,0.018,18,0.004,0.005,18,0.009,0.013209845,0.681310048
110,"Schroeder K., Rosselló J., Torrades T.R., Hinzen W.",2023,Spain,0,0,0,1,Total referential errors,TDB,0.004,0.005,18,,,,,,,,,0,0,
114,"Petersen, Jill M.; Marinova-Todd, Stefka H.; Mirenda, Pat",2012,Canada,0,0,0,1,English CDI Score,ASDM,410.86,187.27,14,ASDB,TDB,476.79,124.15,14,410.86,187.27,14,65.93,158.876171,0.414977272
114,"Petersen, Jill M.; Marinova-Todd, Stefka H.; Mirenda, Pat",2012,Canada,0,0,0,1,English CDI Score,ASDB,476.79,124.15,14,,,,,,,,,0,0,
114,"Petersen, Jill M.; Marinova-Todd, Stefka H.; Mirenda, Pat",2012,Canada,0,0,0,1,Total vocabulary score,ASDM,410.86,187.27,14,ASDB,TDB,855.14,318.04,14,410.86,187.27,14,444.28,260.9784421,1.702362833
114,"Petersen, Jill M.; Marinova-Todd, Stefka H.; Mirenda, Pat",2012,Canada,0,0,0,1,Total vocabulary score,ASDB,855.14,318.04,14,,,,,,,,,0,0,
114,"Petersen, Jill M.; Marinova-Todd, Stefka H.; Mirenda, Pat",2012,Canada,0,0,0,1,Conceptual vocabulary score,ASDM,410.86,187.27,14,ASDB,TDB,666.43,188.86,14,410.86,187.27,14,255.57,188.0666803,1.358932904
114,"Petersen, Jill M.; Marinova-Todd, Stefka H.; Mirenda, Pat",2012,Canada,0,0,0,1,Conceptual vocabulary score,ASDB,666.43,188.86,14,,,,,,,,,0,0,
114,"Petersen, Jill M.; Marinova-Todd, Stefka H.; Mirenda, Pat",2012,Canada,0,0,0,1,English PPVT (standard score),ASDM,68.86,24.65,14,ASDB,TDB,96.79,17.35,14,68.86,24.65,14,27.93,21.31484225,1.310354526
114,"Petersen, Jill M.; Marinova-Todd, Stefka H.; Mirenda, Pat",2012,Canada,0,0,0,1,English PPVT (standard score),ASDB,96.79,17.35,14,,,,,,,,,0,0,
114,"Petersen, Jill M.; Marinova-Todd, Stefka H.; Mirenda, Pat",2012,Canada,0,0,0,1,PLS-3 Auditory comprehension (standard score),ASDM,65.14,17.08,14,ASDB,TDB,89.57,18.38,14,65.14,17.08,14,24.43,17.74191083,1.37696555
114,"Petersen, Jill M.; Marinova-Todd, Stefka H.; Mirenda, Pat",2012,Canada,0,0,0,1,PLS-3 Auditory comprehension (standard score),ASDB,89.57,18.38,14,,,,,,,,,0,0,
114,"Petersen, Jill M.; Marinova-Todd, Stefka H.; Mirenda, Pat",2012,Canada,0,0,1,1,PLS-3 Expressive communication (standard score),ASDM,61.5,15.72,14,ASDB,TDB,78.86,24.38,14,61.5,15.72,14,17.36,20.51222562,0.846324544
114,"Petersen, Jill M.; Marinova-Todd, Stefka H.; Mirenda, Pat",2012,Canada,0,0,1,1,PLS-3 Expressive communication (standard score),ASDB,78.86,24.38,14,,,,,,,,,0,0,
120,"Govindarajan, Krithika; Paradis, Johanne",2022,Canada,0,0,0,1,L1 abilities,ASDB,0.35,0.19,9,ASDB,TDB,0.35,0.19,9,0.61,0.21,10,-0.26,0.200836486,-1.294585487
120,"Govindarajan, Krithika; Paradis, Johanne",2022,Canada,0,0,0,1,L1 abilities,TDB,0.61,0.21,10,,,,,,,,,0,0,
120,"Govindarajan, Krithika; Paradis, Johanne",2022,Canada,0,0,0,1,Nonverbal cognitive abilities (CMMS),ASDB,100.8,24.7,9,ASDB,TDB,100.8,24.7,9,107.5,10.5,10,-6.7,18.58679164,-0.360471034
120,"Govindarajan, Krithika; Paradis, Johanne",2022,Canada,0,0,0,1,Nonverbal cognitive abilities (CMMS),TDB,107.5,10.5,10,,,,,,,,,0,0,
120,"Govindarajan, Krithika; Paradis, Johanne",2022,Canada,0,0,0,1,L2 abilities (PPVT),ASDB,84,12.1,9,ASDB,TDB,84,12.1,9,90.2,20.6,10,-6.2,17.13359273,-0.361862226
120,"Govindarajan, Krithika; Paradis, Johanne",2022,Canada,0,0,0,1,L2 abilities (PPVT),TDB,90.2,20.6,10,,,,,,,,,0,0,
121,"Durrleman S., Tsimpli I.M., Peristeri E.",2022,Greece,0,0,1,1,expressive vocabulary task,ASDB,32.3,6.6,35,ASDB,ASDM,32.3,6.6,35,34.8,4.3,35,-2.5,5.570008977,-0.448832311
121,"Durrleman S., Tsimpli I.M., Peristeri E.",2022,Greece,0,0,1,1,expressive vocabulary task,ASDM,34.8,4.3,35,,,,,,,,,0,0,
121,"Durrleman S., Tsimpli I.M., Peristeri E.",2022,Greece,0,0,0,1,complement clause repetition,ASDB,21.9,6.3,35,ASDB,ASDM,21.9,6.3,35,17.4,9.2,35,4.5,7.884478423,0.570741622
121,"Durrleman S., Tsimpli I.M., Peristeri E.",2022,Greece,0,0,0,1,complement clause repetition,ASDM,17.4,9.2,35,,,,,,,,,0,0,
122,"Pereda, Maciel Andrea",2013,Canada,0,0,0,1,Picture Vocabulary,ASDM,11.25,3.61,8,ASDB,ASDM,9.5,3.27,6,11.25,3.61,8,-1.75,3.472381507,-0.50397688
122,"Pereda, Maciel Andrea",2013,Canada,0,0,0,1,Picture Vocabulary,ASDB,9.5,3.27,6,,,,,,,,,0,0,
122,"Pereda, Maciel Andrea",2013,Canada,0,0,0,1,Oral Vocabulary,ASDM,7.75,1.49,8,ASDB,ASDM,6.5,1.38,6,7.75,1.49,8,-1.25,1.445184533,-0.864941446
122,"Pereda, Maciel Andrea",2013,Canada,0,0,0,1,Oral Vocabulary,ASDB,6.5,1.38,6,,,,,,,,,0,0,
122,"Pereda, Maciel Andrea",2013,Canada,0,0,0,1,Syntactic Vocabulary,ASDM,11.12,3.27,8,ASDB,ASDM,9.67,4.18,6,11.12,3.27,8,-1.45,3.676641357,-0.394381681
122,"Pereda, Maciel Andrea",2013,Canada,0,0,0,1,Syntactic Vocabulary,ASDB,9.67,4.18,6,,,,,,,,,0,0,
122,"Pereda, Maciel Andrea",2013,Canada,0,0,0,1,Morphological Completion,ASDM,10.75,2.76,8,ASDB,ASDM,9.5,2.88,6,10.75,2.76,8,-1.25,2.810622707,-0.444741301
122,"Pereda, Maciel Andrea",2013,Canada,0,0,0,1,Morphological Completion,ASDB,9.5,2.88,6,,,,,,,,,0,0,
122,"Pereda, Maciel Andrea",2013,Canada,0,0,0,1,TOLD – Listening Composite,ASDM,106.5,14.76,8,ASDB,ASDM,97.17,16.57,6,106.5,14.76,8,-9.33,15.53980829,-0.600393507
122,"Pereda, Maciel Andrea",2013,Canada,0,0,0,1,TOLD – Listening Composite,ASDB,97.17,16.57,6,,,,,,,,,0,0,
122,"Pereda, Maciel Andrea",2013,Canada,0,0,0,1,TOLD – Speaking Composite,ASDM,95.5,11.45,8,ASDB,ASDM,88.5,10.71,6,95.5,11.45,8,-7,11.14763802,-0.627935711
122,"Pereda, Maciel Andrea",2013,Canada,0,0,0,1,TOLD – Speaking Composite,ASDB,88.5,10.71,6,,,,,,,,,0,0,
