ID,authors,year,S1. Country,Cognitive,Adaptive functioning,Social-Communication,Linguistic,Outcome term,Group Type,Mean,SD,N,Treatment,Control,M1,SD1,N1,M2,SD2,N2,m1-m2,pooled sd,Cohens_d
3,"Ana Maria Gonzalez-Barrero, Aparna S Nadig",2019,Canada,1,0,0,1,Receptive Vocabulary,TDM,136,13.37,10,ASDB,ASDM,98,15.75,10,111,22.89,10,-13,19.64706848,-0.661676321
3,"Ana Maria Gonzalez-Barrero, Aparna S Nadig",2019,Canada,1,0,0,1,Receptive Vocabulary,TDB,118,6.2,10,ASDB,TDB,98,15.75,10,118,6.2,10,-20,11.96876142,-1.671016682
3,"Ana Maria Gonzalez-Barrero, Aparna S Nadig",2019,Canada,1,0,0,1,Receptive Vocabulary,ASDM,111,22.89,10,ASDM,TDM,111,22.89,10,136,13.37,10,-25,18.74445251,-1.333727938
3,"Ana Maria Gonzalez-Barrero, Aparna S Nadig",2019,Canada,1,0,0,1,Receptive Vocabulary,ASDB,98,15.75,10,ASDM,TDB,111,22.89,10,118,6.2,10,-7,16.76890128,-0.417439395
3,"Ana Maria Gonzalez-Barrero, Aparna S Nadig",2019,Canada,1,0,0,1,Sentence Repetition,TDM,13,2.1,10,ASDB,ASDM,8,4.14,10,9,4.24,10,-1,4.190298319,-0.238646493
3,"Ana Maria Gonzalez-Barrero, Aparna S Nadig",2019,Canada,1,0,0,1,Sentence Repetition,TDB,10,1.17,10,ASDB,TDB,8,4.14,10,10,1.17,10,-2,3.042079881,-0.657444932
3,"Ana Maria Gonzalez-Barrero, Aparna S Nadig",2019,Canada,1,0,0,1,Sentence Repetition,ASDM,9,4.24,10,ASDM,TDM,9,4.24,10,13,2.1,10,-4,3.345713676,-1.195559569
3,"Ana Maria Gonzalez-Barrero, Aparna S Nadig",2019,Canada,1,0,0,1,Sentence Repetition,ASDB,8,4.14,10,ASDM,TDB,9,4.24,10,10,1.17,10,-1,3.110184882,-0.321524295
3,"Ana Maria Gonzalez-Barrero, Aparna S Nadig",2019,Canada,1,0,0,0,BRIEF T-scores - Set-shifting,TDM,45,5.6,10,ASDB,ASDM,67,11.5,10,69,11.41,8,-2,11.46071197,-0.174509228
3,"Ana Maria Gonzalez-Barrero, Aparna S Nadig",2019,Canada,1,0,0,0,BRIEF T-scores - Set-shifting,TDB,49,9.07,10,ASDB,TDB,67,11.5,10,49,9.07,10,18,10.35651727,1.738036014
3,"Ana Maria Gonzalez-Barrero, Aparna S Nadig",2019,Canada,1,0,0,0,BRIEF T-scores - Set-shifting,ASDM,69,11.41,8,ASDM,TDM,69,11.41,8,45,5.6,10,24,8.636972488,2.77875147
3,"Ana Maria Gonzalez-Barrero, Aparna S Nadig",2019,Canada,1,0,0,0,BRIEF T-scores - Set-shifting,ASDB,67,11.5,10,ASDM,TDB,69,11.41,8,49,9.07,10,20,10.16028051,1.96844959
3,"Ana Maria Gonzalez-Barrero, Aparna S Nadig",2019,Canada,1,0,0,0,BRIEF T-scores - Working Memory,TDM,51,10.23,10,ASDB,ASDM,63,10.96,10,59,12.52,8,4,11.66819181,0.342812328
3,"Ana Maria Gonzalez-Barrero, Aparna S Nadig",2019,Canada,1,0,0,0,BRIEF T-scores - Working Memory,TDB,46,9.78,10,ASDB,TDB,63,10.96,10,46,9.78,10,17,10.38677043,1.636697385
3,"Ana Maria Gonzalez-Barrero, Aparna S Nadig",2019,Canada,1,0,0,0,BRIEF T-scores - Working Memory,ASDM,59,12.52,8,ASDM,TDM,59,12.52,8,51,10.23,10,8,11.28917872,0.708643223
3,"Ana Maria Gonzalez-Barrero, Aparna S Nadig",2019,Canada,1,0,0,0,BRIEF T-scores - Working Memory,ASDB,63,10.96,10,ASDM,TDB,59,12.52,8,46,9.78,10,13,11.06257316,1.175133471
3,"Ana Maria Gonzalez-Barrero, Aparna S Nadig",2019,Canada,1,0,0,0, Dimensional Change Card Sort task Accuracy,TDM,9.5,2.39,8,ASDB,ASDM,10.88,1.13,8,9,2.24,7,1.88,1.733025367,1.084808126
3,"Ana Maria Gonzalez-Barrero, Aparna S Nadig",2019,Canada,1,0,0,0, Dimensional Change Card Sort task Accuracy,TDB,7,2.24,9,ASDB,TDB,10.88,1.13,8,7,2.24,9,3.88,1.808850464,2.14500871
3,"Ana Maria Gonzalez-Barrero, Aparna S Nadig",2019,Canada,1,0,0,0, Dimensional Change Card Sort task Accuracy,ASDM,9,2.24,7,ASDM,TDM,9,2.24,7,9.5,2.39,8,-0.5,2.32197363,-0.215334056
3,"Ana Maria Gonzalez-Barrero, Aparna S Nadig",2019,Canada,1,0,0,0, Dimensional Change Card Sort task Accuracy,ASDB,10.88,1.13,8,ASDM,TDB,9,2.24,7,7,2.24,9,2,2.24,0.892857143
3,"Ana Maria Gonzalez-Barrero, Aparna S Nadig",2019,Canada,1,0,0,0, Dimensional Change Card Sort task RT,TDM,2908,835,8,ASDB,ASDM,3217,522,8,2233,502,7,984,512.8661544,1.91862924
3,"Ana Maria Gonzalez-Barrero, Aparna S Nadig",2019,Canada,1,0,0,0, Dimensional Change Card Sort task RT,TDB,3786,1664,9,ASDB,TDB,3217,522,8,3786,1664,9,-569,1266.45321,-0.449286239
3,"Ana Maria Gonzalez-Barrero, Aparna S Nadig",2019,Canada,1,0,0,0, Dimensional Change Card Sort task RT,ASDM,2233,502,7,ASDM,TDM,2233,502,7,2908,835,8,-675,701.2406039,-0.962579743
3,"Ana Maria Gonzalez-Barrero, Aparna S Nadig",2019,Canada,1,0,0,0, Dimensional Change Card Sort task RT,ASDB,3217,522,8,ASDM,TDB,2233,502,7,3786,1664,9,-1553,1300.087689,-1.194534809
3,"Ana Maria Gonzalez-Barrero, Aparna S Nadig",2019,Canada,1,0,0,1,Verbal Working Memory (CELF-4),TDM,12,2.35,10,ASDB,ASDM,10,3.31,10,11,3.06,10,-1,3.18745196,-0.313730218
3,"Ana Maria Gonzalez-Barrero, Aparna S Nadig",2019,Canada,1,0,0,1,Verbal Working Memory (CELF-4),TDB,11,2.11,10,ASDB,TDB,10,3.31,10,11,2.11,10,-1,2.775626056,-0.360279079
3,"Ana Maria Gonzalez-Barrero, Aparna S Nadig",2019,Canada,1,0,0,1,Verbal Working Memory (CELF-4),ASDM,11,3.06,10,ASDM,TDM,11,3.06,10,12,2.35,10,-1,2.728195374,-0.366542664
3,"Ana Maria Gonzalez-Barrero, Aparna S Nadig",2019,Canada,1,0,0,1,Verbal Working Memory (CELF-4),ASDB,10,3.31,10,ASDM,TDB,11,3.06,10,11,2.11,10,0,2.628278905,0
5,"Sunitha Sendhilnathan, Shyamala K. Chengappa",2021,US,0,1,0,0,Adaptive Domain,ASDM,70.62,11.03,21,ASDB,ASDM,73.33,9.01,9,70.62,11.03,21,2.71,10.49261441,0.258276907
5,"Sunitha Sendhilnathan, Shyamala K. Chengappa",2021,US,0,1,0,0,Adaptive Domain,ASDB,73.33,9.01,9,,,,,,,,,0,0,
5,"Sunitha Sendhilnathan, Shyamala K. Chengappa",2021,US,0,0,1,0,Social Domain,ASDM,69.38,11.96,21,ASDB,ASDM,65.33,8.23,9,69.38,11.96,21,-4.05,11.02383003,-0.367385926
5,"Sunitha Sendhilnathan, Shyamala K. Chengappa",2021,US,0,0,1,0,Social Domain,ASDB,65.33,8.23,9,,,,,,,,,0,0,
5,"Sunitha Sendhilnathan, Shyamala K. Chengappa",2021,US,0,0,1,1,Communication Domain,ASDM,62.05,10.73,21,ASDB,ASDM,57.89,3.92,9,62.05,10.73,21,-4.16,9.307426374,-0.446954919
5,"Sunitha Sendhilnathan, Shyamala K. Chengappa",2021,US,0,0,1,1,Communication Domain,ASDB,57.89,3.92,9,,,,,,,,,0,0,
5,"Sunitha Sendhilnathan, Shyamala K. Chengappa",2021,US,1,0,0,0,Cognitive Domain,ASDM,72.76,8.11,21,ASDB,ASDM,65.44,6.69,9,72.76,8.11,21,-7.32,7.730946163,-0.946844001
5,"Sunitha Sendhilnathan, Shyamala K. Chengappa",2021,US,1,0,0,0,Cognitive Domain,ASDB,65.44,6.69,9,,,,,,,,,,0,
6,"Sunitha Sendhilnathan, Shyamala K. Chengappa",2020,Singapore,1,0,0,0,Cognitive Domain 1,ASDM,75.35,10.51953,20,ASDB,ASDM,78.3,12.479011,20,75.35,10.51953,20,2.95,11.54093209,0.255611936
6,"Sunitha Sendhilnathan, Shyamala K. Chengappa",2020,Singapore,1,0,0,0,Cognitive Domain 2,ASDB,78.3,12.479011,20,,,,,,,,,0,0,
6,"Sunitha Sendhilnathan, Shyamala K. Chengappa",2020,Singapore,1,0,0,0,Cognitive Domain 2,ASDM,84.2,10.09221,20,ASDB,ASDM,92.95,9.54477,20,84.2,10.09221,20,8.75,9.822304644,0.890829629
6,"Sunitha Sendhilnathan, Shyamala K. Chengappa",2020,Singapore,1,0,0,0,Cognitive Domain 3,ASDB,92.95,9.54477,20,,,,,,,,,0,0,
6,"Sunitha Sendhilnathan, Shyamala K. Chengappa",2020,Singapore,1,0,0,0,Cognitive Domain 3,ASDM,84.2,10.07655,20,ASDB,ASDM,93.25,8.91997,20,84.2,10.07655,20,9.05,9.515847958,0.95104504
6,"Sunitha Sendhilnathan, Shyamala K. Chengappa",2020,Singapore,1,0,0,0,Cognitive Domain 4,ASDB,93.25,8.91997,20,,,,,,,,,0,0,
6,"Sunitha Sendhilnathan, Shyamala K. Chengappa",2020,Singapore,0,0,1,0,Social Communication skills 1,ASDM,49.3,6.8372,20,ASDB,ASDM,56.3,7.90137,20,49.3,6.8372,20,7,7.388469115,0.947422246
6,"Sunitha Sendhilnathan, Shyamala K. Chengappa",2020,Singapore,0,0,1,0,Social Communication skills 2,ASDB,56.3,7.90137,20,,,,,,,,,0,0,
6,"Sunitha Sendhilnathan, Shyamala K. Chengappa",2020,Singapore,0,0,1,0,Social Communication skills 2,ASDM,61.7,6.86793,20,ASDB,ASDM,74.75,9.70879,20,61.7,6.86793,20,13.05,8.409193355,1.551872986
6,"Sunitha Sendhilnathan, Shyamala K. Chengappa",2020,Singapore,0,0,1,0,Social Communication skills 3,ASDB,74.75,9.70879,20,,,,,,,,,0,0,
6,"Sunitha Sendhilnathan, Shyamala K. Chengappa",2020,Singapore,0,0,1,0,Social Communication skills 3,ASDM,61.85,7.4146,20,ASDB,ASDM,74.75,9.15294,20,61.85,7.4146,20,12.9,8.329243777,1.548760049
6,"Sunitha Sendhilnathan, Shyamala K. Chengappa",2020,Singapore,0,0,1,0,Social Communication skills 4,ASDB,74.75,9.15294,20,,,,,,,,,0,0,
6,"Sunitha Sendhilnathan, Shyamala K. Chengappa",2020,Singapore,0,1,1,0,Social skills 1,ASDM,48.4,8.0616,20,ASDB,ASDM,49.8,7.20818,20,48.4,8.0616,20,1.4,7.646805002,0.183083
6,"Sunitha Sendhilnathan, Shyamala K. Chengappa",2020,Singapore,0,1,1,0,Social skills 2,ASDB,49.8,7.20818,20,,,,,,,,,0,0,
6,"Sunitha Sendhilnathan, Shyamala K. Chengappa",2020,Singapore,0,1,1,0,Social skills 2,ASDM,60.35,6.84624,20,ASDB,ASDM,67.05,8.74477,20,60.35,6.84624,20,6.7,7.853088707,0.853167492
6,"Sunitha Sendhilnathan, Shyamala K. Chengappa",2020,Singapore,0,1,1,0,Social skills 3,ASDB,67.05,8.74477,20,,,,,,,,,0,0,
6,"Sunitha Sendhilnathan, Shyamala K. Chengappa",2020,Singapore,0,1,1,0,Social skills 3,ASDM,60.1,6.96533,20,ASDB,ASDM,67.25,9.42491,20,60.1,6.96533,20,7.15,8.286879706,0.862809677
6,"Sunitha Sendhilnathan, Shyamala K. Chengappa",2020,Singapore,0,1,1,0,Social skills 4,ASDB,67.25,9.42491,20,,,,,,,,,0,0,
31,"Tam S.S.L., Matthews S.",2021,Hong Kong - China,0,0,0,1,Linguistic Domain pre-context,TDB,79.475,14.73324,24,ASDB,TDB,75.758,20.0504,22,79.475,14.73324,24,-3.717,17.47398173,-0.212716258
31,"Tam S.S.L., Matthews S.",2021,Hong Kong - China,0,0,0,1,Linguistic Domain pre-context,ASDB,75.758,20.0504,22,,,,,,,,,0,0,
31,"Tam S.S.L., Matthews S.",2021,Hong Kong - China,0,0,0,1,Linguistic Domain post-context,TDB,80.449,16.19589,24,ASDB,TDB,74.126,19.65402,22,80.449,16.19589,24,-6.323,17.92975445,-0.352654021
31,"Tam S.S.L., Matthews S.",2021,Hong Kong - China,0,0,0,1,Linguistic Domain post-context,ASDB,74.126,19.65402,22,,,,,,,,,0,0,
33,"Peristeri E., Baldimtsi E., Vogelzang M., Tsimpli I.M., Durrleman S.",2021,Greece,0,0,0,1,Word definition,ASDM,8.73,3.71,60,ASDB,ASDM,8.58,2.14,43,8.73,3.71,60,-0.15,3.153538167,-0.047565621
33,"Peristeri E., Baldimtsi E., Vogelzang M., Tsimpli I.M., Durrleman S.",2021,Greece,0,0,0,1,Word definition,ASDB,8.58,2.14,43,,,,,,,,,0,0,
33,"Peristeri E., Baldimtsi E., Vogelzang M., Tsimpli I.M., Durrleman S.",2021,Greece,0,0,0,1,Expressive vocabulary,ASDM,38.55,5.07,60,ASDB,ASDM,35.97,5.39,43,38.55,5.07,60,-2.58,5.205459149,-0.495633512
33,"Peristeri E., Baldimtsi E., Vogelzang M., Tsimpli I.M., Durrleman S.",2021,Greece,0,0,0,1,Expressive vocabulary,ASDB,35.97,5.39,43,,,,,,,,,0,0,
33,"Peristeri E., Baldimtsi E., Vogelzang M., Tsimpli I.M., Durrleman S.",2021,Greece,0,0,0,1,Sentence repetition,ASDM,25.5,3.48,60,ASDB,ASDM,23.26,4.59,43,25.5,3.48,60,-2.24,3.979369819,-0.562903199
33,"Peristeri E., Baldimtsi E., Vogelzang M., Tsimpli I.M., Durrleman S.",2021,Greece,0,0,0,1,Sentence repetition,ASDB,23.26,4.59,43,,,,,,,,,0,0,
33,"Peristeri E., Baldimtsi E., Vogelzang M., Tsimpli I.M., Durrleman S.",2021,Greece,0,0,0,1,Syntactic comprehension,ASDM,10.18,1.92,60,ASDB,ASDM,10.02,2.82,43,10.18,1.92,60,-0.16,2.336745643,-0.068471295
33,"Peristeri E., Baldimtsi E., Vogelzang M., Tsimpli I.M., Durrleman S.",2021,Greece,0,0,0,1,Syntactic comprehension,ASDB,10.02,2.82,43,,,,,,,,,0,0,
33,"Peristeri E., Baldimtsi E., Vogelzang M., Tsimpli I.M., Durrleman S.",2021,Greece,1,0,1,0,ToM assessment ,ASDM,86.16,10.09,60,ASDB,ASDM,86.04,7.91,43,86.16,10.09,60,-0.12,9.246106004,-0.012978437
33,"Peristeri E., Baldimtsi E., Vogelzang M., Tsimpli I.M., Durrleman S.",2021,Greece,1,0,1,0,^Mechanistic-Unseen Change Accuracy,ASDB,86.04,7.91,43,,,,,,,,,0,0,
33,"Peristeri E., Baldimtsi E., Vogelzang M., Tsimpli I.M., Durrleman S.",2021,Greece,1,0,1,0,ToM assessment ,ASDM,2104.6,1110.49,60,ASDB,ASDM,2041.9,1058.02,43,2104.6,1110.49,60,-62.7,1088.977901,-0.057576926
33,"Peristeri E., Baldimtsi E., Vogelzang M., Tsimpli I.M., Durrleman S.",2021,Greece,1,0,1,0,^Mechanistic-Unseen Change RTs,ASDB,2041.9,1058.02,43,,,,,,,,,0,0,
33,"Peristeri E., Baldimtsi E., Vogelzang M., Tsimpli I.M., Durrleman S.",2021,Greece,1,0,1,0,ToM assessment ,ASDM,57.18,18.41,60,ASDB,ASDM,76.2,13.19,43,57.18,18.41,60,19.02,16.44184293,1.156804628
33,"Peristeri E., Baldimtsi E., Vogelzang M., Tsimpli I.M., Durrleman S.",2021,Greece,1,0,1,0,^Mentalistic-Unseen Change Accuracy,ASDB,76.2,13.19,43,,,,,,,,,0,0,
33,"Peristeri E., Baldimtsi E., Vogelzang M., Tsimpli I.M., Durrleman S.",2021,Greece,1,0,1,0,ToM assessment ,ASDM,2785.64,740.3,60,ASDB,ASDM,2717.95,1294.51,43,2785.64,740.3,60,-67.69,1008.461033,-0.067122078
33,"Peristeri E., Baldimtsi E., Vogelzang M., Tsimpli I.M., Durrleman S.",2021,Greece,1,0,1,0,^Mentalistic-Unseen Change RTs,ASDB,2717.95,1294.51,43,,,,,,,,,0,0,
33,"Peristeri E., Baldimtsi E., Vogelzang M., Tsimpli I.M., Durrleman S.",2021,Greece,1,0,0,0,Working memory 2-back task,ASDM,17.66,17.15,60,ASDB,ASDM,34.76,23.47,43,17.66,17.15,60,17.1,20.02190516,0.854064579
33,"Peristeri E., Baldimtsi E., Vogelzang M., Tsimpli I.M., Durrleman S.",2021,Greece,1,0,0,0,^Accuracy,ASDB,34.76,23.47,43,,,,,,,,,0,0,
33,"Peristeri E., Baldimtsi E., Vogelzang M., Tsimpli I.M., Durrleman S.",2021,Greece,1,0,0,0,Working memory 2-back task,ASDM,450.92,196.28,60,ASDB,ASDM,490.53,138.94,43,450.92,196.28,60,39.61,174.7361818,0.226684592
33,"Peristeri E., Baldimtsi E., Vogelzang M., Tsimpli I.M., Durrleman S.",2021,Greece,1,0,0,0,^RTs,ASDB,490.53,138.94,43,,,,,,,,,0,0,
33,"Peristeri E., Baldimtsi E., Vogelzang M., Tsimpli I.M., Durrleman S.",2021,Greece,1,0,0,0,Global-to-local switching cost Accuracy,ASDM,9.73,15.02,60,ASDB,ASDM,25,21.39,43,9.73,15.02,60,15.27,17.94567484,0.850901409
33,"Peristeri E., Baldimtsi E., Vogelzang M., Tsimpli I.M., Durrleman S.",2021,Greece,1,0,0,0,Global-to-local switching cost Accuracy,ASDB,25,21.39,43,,,,,,,,,0,0,
33,"Peristeri E., Baldimtsi E., Vogelzang M., Tsimpli I.M., Durrleman S.",2021,Greece,1,0,0,0,Global-to-local switching cost RTs,ASDM,344.87,591.75,60,ASDB,ASDM,382.65,1029.62,43,344.87,591.75,60,37.78,803.3644855,0.047027222
33,"Peristeri E., Baldimtsi E., Vogelzang M., Tsimpli I.M., Durrleman S.",2021,Greece,1,0,0,0,Global-to-local switching cost RTs,ASDB,382.65,1029.62,43,,,,,,,,,0,0,
33,"Peristeri E., Baldimtsi E., Vogelzang M., Tsimpli I.M., Durrleman S.",2021,Greece,1,0,0,0,Local-to-global switching cost Accuracy,ASDM,47.5,24.57,60,ASDB,ASDM,17,26.05,43,47.5,24.57,60,-30.5,25.1960067,-1.210509283
33,"Peristeri E., Baldimtsi E., Vogelzang M., Tsimpli I.M., Durrleman S.",2021,Greece,1,0,0,0,Local-to-global switching cost Accuracy,ASDB,17,26.05,43,,,,,,,,,0,0,
33,"Peristeri E., Baldimtsi E., Vogelzang M., Tsimpli I.M., Durrleman S.",2021,Greece,1,0,0,0,Local-to-global switching cost RTs,ASDM,1135.96,634.34,60,ASDB,ASDM,914.74,1154.17,43,1135.96,634.34,60,-221.22,888.2589447,-0.249048998
33,"Peristeri E., Baldimtsi E., Vogelzang M., Tsimpli I.M., Durrleman S.",2021,Greece,1,0,0,0,Local-to-global switching cost RTs,ASDB,914.74,1154.17,43,,,,,,,,,0,0,
40,"Andreou M., Tsimpli I.M., Durrleman S., Peristeri E.",2022,Greece,0,0,0,1,Expressive vocabulary,ASDM,37.7,5.6,27,ASDB,ASDM,31.6,7.8,29,37.7,5.6,27,-6.1,6.829782275,-0.893147066
40,"Andreou M., Tsimpli I.M., Durrleman S., Peristeri E.",2022,Greece,0,0,0,1,Expressive vocabulary,ASDB,31.6,7.8,29,,,,,,,,,0,0,
40,"Andreou M., Tsimpli I.M., Durrleman S., Peristeri E.",2022,Greece,0,0,0,1,Sentence repetition Grammaticality,ASDM,29.8,1.9,27,ASDB,ASDM,28.6,3.6,29,29.8,1.9,27,-1.2,2.908289557,-0.412613661
40,"Andreou M., Tsimpli I.M., Durrleman S., Peristeri E.",2022,Greece,0,0,0,1,Sentence repetition Grammaticality,ASDB,28.6,3.6,29,,,,,,,,,0,0,
40,"Andreou M., Tsimpli I.M., Durrleman S., Peristeri E.",2022,Greece,0,0,0,1,Sentence repetition Accuracy,ASDM,56.2,17.7,27,ASDB,ASDM,68.7,18.6,29,56.2,17.7,27,12.5,18.17223156,0.687862685
40,"Andreou M., Tsimpli I.M., Durrleman S., Peristeri E.",2022,Greece,0,0,0,1,Sentence repetition Accuracy,ASDB,68.7,18.6,29,,,,,,,,,0,0,
40,"Andreou M., Tsimpli I.M., Durrleman S., Peristeri E.",2022,Greece,1,0,0,0,Executive Function Task,ASDM,24.2,17.8,27,ASDB,ASDM,43.4,13.5,29,24.2,17.8,27,19.2,15.71790675,1.221536704
40,"Andreou M., Tsimpli I.M., Durrleman S., Peristeri E.",2022,Greece,1,0,0,0,Executive Function Task,ASDB,43.4,13.5,29,,,,,,,,,0,0,
40,"Andreou M., Tsimpli I.M., Durrleman S., Peristeri E.",2022,Greece,1,0,1,0,Verbal ToM tasks,ASDM,2.9,1,27,ASDB,ASDM,3.2,0.9,29,2.9,1,27,0.3,0.949463786,0.315967817
40,"Andreou M., Tsimpli I.M., Durrleman S., Peristeri E.",2022,Greece,1,0,1,0,Verbal ToM tasks,ASDB,3.2,0.9,29,,,,,,,,,0,0,
40,"Andreou M., Tsimpli I.M., Durrleman S., Peristeri E.",2022,Greece,1,0,1,0,mechanistic - Low-Verbal ToM Task Accuracy,ASDM,88.5,10.3,27,ASDB,ASDM,86.5,8.2,29,88.5,10.3,27,-2,9.270682583,-0.215733845
40,"Andreou M., Tsimpli I.M., Durrleman S., Peristeri E.",2022,Greece,1,0,1,0,mechanistic - Low-Verbal ToM Task Accuracy,ASDB,86.5,8.2,29,,,,,,,,,0,0,
40,"Andreou M., Tsimpli I.M., Durrleman S., Peristeri E.",2022,Greece,1,0,1,0,mechanistic - Low-Verbal ToM Task RT,ASDM,2150,536,27,ASDB,ASDM,1887,584,29,2150,536,27,-263,561.401421,-0.468470492
40,"Andreou M., Tsimpli I.M., Durrleman S., Peristeri E.",2022,Greece,1,0,1,0,mechanistic - Low-Verbal ToM Task RT,ASDB,1887,584,29,,,,,,,,,0,0,
40,"Andreou M., Tsimpli I.M., Durrleman S., Peristeri E.",2022,Greece,1,0,1,0,mentalistic - Low-Verbal ToM Task Accuracy,ASDM,54.4,16.7,27,ASDB,ASDM,75.4,13.2,29,54.4,16.7,27,21,14.98756275,1.401161774
40,"Andreou M., Tsimpli I.M., Durrleman S., Peristeri E.",2022,Greece,1,0,1,0,mentalistic - Low-Verbal ToM Task Accuracy,ASDB,75.4,13.2,29,,,,,,,,,0,0,
40,"Andreou M., Tsimpli I.M., Durrleman S., Peristeri E.",2022,Greece,1,0,1,0,mentalistic - Low-Verbal ToM Task RT,ASDM,2974,576,27,ASDB,ASDM,2751,447,29,2974,576,27,-223,513.1750838,-0.434549547
40,"Andreou M., Tsimpli I.M., Durrleman S., Peristeri E.",2022,Greece,1,0,1,0,mentalistic - Low-Verbal ToM Task RT,ASDB,2751,447,29,,,,,,,,,0,0,
41,"Beauchamp M.L.H., Rezzonico S., MacLeod A.A.N.",2020,Canada,0,0,0,1,Overall language (CELF-Global) - EN,TDB,95.13,18.55,19,ASDB,TDB,115.67,15.01,3,95.13,18.55,19,20.54,18.22696519,1.126901807
41,"Beauchamp M.L.H., Rezzonico S., MacLeod A.A.N.",2020,Canada,0,0,0,1,Overall language (CELF-Global) - EN,ASDB,115.67,15.01,3,,,,,,,,,0,0,
41,"Beauchamp M.L.H., Rezzonico S., MacLeod A.A.N.",2020,Canada,0,0,0,1,Overall receptive (CELF-Rec) - EN,TDB,105.38,16.1,19,ASDB,TDB,116.67,10.97,3,105.38,16.1,19,11.29,15.66279317,0.720816516
41,"Beauchamp M.L.H., Rezzonico S., MacLeod A.A.N.",2020,Canada,0,0,0,1,Overall receptive (CELF-Rec) - EN,ASDB,116.67,10.97,3,,,,,,,,,0,0,
41,"Beauchamp M.L.H., Rezzonico S., MacLeod A.A.N.",2020,Canada,0,0,0,1,Overall expressive (CELF-Exp) - EN,TDB,92,20.08,19,ASDB,TDB,117.67,17.9,3,92,20.08,19,25.67,19.87276428,1.291717631
41,"Beauchamp M.L.H., Rezzonico S., MacLeod A.A.N.",2020,Canada,0,0,0,1,Overall expressive (CELF-Exp) - EN,ASDB,117.67,17.9,3,,,,,,,,,0,0,
41,"Beauchamp M.L.H., Rezzonico S., MacLeod A.A.N.",2020,Canada,0,0,0,1,Overall language (CELF-FR-Total),TDM,104.33,16.05,12,ASDB,ASDM,89,4.58,3,100,1.414,2,-11,3.827627464,-2.873842897
41,"Beauchamp M.L.H., Rezzonico S., MacLeod A.A.N.",2020,Canada,0,0,0,1,Overall language (CELF-FR-Total),TDB,98.84,11.91,19,ASDB,TDB,89,4.58,3,98.84,11.91,19,-9.84,11.39126551,-0.863819739
41,"Beauchamp M.L.H., Rezzonico S., MacLeod A.A.N.",2020,Canada,0,0,0,1,Overall language (CELF-FR-Total),ASDM,100,1.414,2,ASDM,TDM,100,1.414,2,104.33,16.05,12,-4.33,15.37212547,-0.281678679
41,"Beauchamp M.L.H., Rezzonico S., MacLeod A.A.N.",2020,Canada,0,0,0,1,Overall language (CELF-FR-Total),ASDB,89,4.58,3,ASDM,TDB,100,1.414,2,98.84,11.91,19,1.16,11.5968807,0.100026898
41,"Beauchamp M.L.H., Rezzonico S., MacLeod A.A.N.",2020,Canada,0,0,0,1,Overall receptive (CELF-Rec) - FR,TDM,101.58,10.63,12,ASDB,TDB,102.33,11.85,3,100.68,13.72,19,1.65,13.54462292,0.12181956
41,"Beauchamp M.L.H., Rezzonico S., MacLeod A.A.N.",2020,Canada,0,0,0,1,Overall receptive (CELF-Rec) - FR,TDB,100.68,13.72,19,ASDB,ASDM,102.33,11.85,3,95,0,2,7.33,9.675484484,0.757584802
41,"Beauchamp M.L.H., Rezzonico S., MacLeod A.A.N.",2020,Canada,0,0,0,1,Overall receptive (CELF-Rec) - FR,ASDM,95,0,2,ASDM,TDM,95,0,2,101.58,10.63,12,-6.58,10.17745016,-0.646527362
41,"Beauchamp M.L.H., Rezzonico S., MacLeod A.A.N.",2020,Canada,0,0,0,1,Overall receptive (CELF-Rec) - FR,ASDB,102.33,11.85,3,ASDM,TDB,95,0,2,100.68,13.72,19,-5.68,13.35406739,-0.425338576
41,"Beauchamp M.L.H., Rezzonico S., MacLeod A.A.N.",2020,Canada,0,0,0,1,Overall expressive (CELF-Exp) - FR,TDM,107.92,18.15,12,ASDB,TDB,87,3.46,3,98.53,12.14,19,-11.53,11.56887203,-0.996639947
41,"Beauchamp M.L.H., Rezzonico S., MacLeod A.A.N.",2020,Canada,0,0,0,1,Overall expressive (CELF-Exp) - FR,TDB,98.53,12.14,19,ASDB,ASDM,87,3.46,3,95,0,2,-8,2.82507817,-2.831780049
41,"Beauchamp M.L.H., Rezzonico S., MacLeod A.A.N.",2020,Canada,0,0,0,1,Overall expressive (CELF-Exp) - FR,ASDM,95,0,2,ASDM,TDM,95,0,2,107.92,18.15,12,-12.92,17.37730201,-0.743498617
41,"Beauchamp M.L.H., Rezzonico S., MacLeod A.A.N.",2020,Canada,0,0,0,1,Overall expressive (CELF-Exp) - FR,ASDB,87,3.46,3,ASDM,TDB,95,0,2,98.53,12.14,19,-3.53,11.81620832,-0.298742194
41,"Beauchamp M.L.H., Rezzonico S., MacLeod A.A.N.",2020,Canada,0,0,0,1,receptive vocabulary (PPVT),TDB,95.75,16.59,19,ASDB,TDB,121.67,23.12,3,95.75,16.59,19,25.92,17.35392549,1.493610193
41,"Beauchamp M.L.H., Rezzonico S., MacLeod A.A.N.",2020,Canada,0,0,0,1,receptive vocabulary (PPVT),ASDB,121.67,23.12,3,,,,,,,,,0,0,
